id,title,slug,format,category,url,publishedOn,imageUrl,summary,sourceCsv
blog-post:rss:deepfake-defense-building-a-cyber-ready-workforce-in-the-age-of-genai,Deepfake Defense: Building a Cyber-Ready Workforce in the Age of GenAI,deepfake-defense-building-a-cyber-ready-workforce-in-the-age-of-genai,blog-post,blog,https://www.immersivelabs.com/resources/blog/deepfake-defense-building-a-cyber-ready-workforce-in-the-age-of-genai,2025-03-28T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67e67e9a9933f06fc9b63187_Landing-page.webp,Deepfakes and other AI-driven attacks are on the rise. Discover how they manipulate trust and how to build a cyber-ready workforce to defend against them.,RSS: Blog (official)
blog-post:rss:riding-the-quantum-wave,Riding the Quantum Wave,riding-the-quantum-wave,blog-post,blog,https://www.immersivelabs.com/resources/blog/riding-the-quantum-wave,2025-03-20T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67dc3c8bc5c78dc16a2e22c6_Quantum-Blog-cover.webp,"Celebrate NVIDIA’s Quantum Day with Immersive’s new hands-on quantum computing labs. Learn quantum gates, circuits, and algorithms with real-world quantum hardware. Start your quantum journey today!",RSS: Blog (official)
blog-post:rss:building-the-future-of-cyber-readiness-together,A New Chapter: Leading Immersive into the Future of Cyber Readiness,building-the-future-of-cyber-readiness-together,blog-post,blog,https://www.immersivelabs.com/resources/blog/building-the-future-of-cyber-readiness-together,2025-03-17T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67d7e08512ef38f1f62bc223_1920%20x%201080%20-%20Mark%20Schmitz%20CEO%20Blog%20Post.png,"Excited to join Immersive at a pivotal moment, our focus remains on proving and improving cyber resilience for the world’s top organizations. Read more about our vision for the future.",RSS: Blog (official)
blog-post:rss:big-news-here-at-immersive,Big News at Immersive: Mark Schmitz Joins as CEO to Drive Next Phase of Growth,big-news-here-at-immersive,blog-post,blog,https://www.immersivelabs.com/resources/blog/big-news-here-at-immersive,2025-03-11T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67d027cf6c677905b4e114f8_Frame%2011315.png,"Immersive appoints Mark Schmitz as CEO to scale its impact in people-centric cybersecurity. Founder James Hadley transitions to Chief Innovation Officer, focusing on vision and innovation.",RSS: Blog (official)
blog-post:rss:the-future-of-cyber-resilience-why-cyber-drills-are-more-essential-than-ever,The Future of Cyber Resilience,the-future-of-cyber-resilience-why-cyber-drills-are-more-essential-than-ever,blog-post,blog,https://www.immersivelabs.com/resources/blog/the-future-of-cyber-resilience-why-cyber-drills-are-more-essential-than-ever,2025-03-10T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/68011135e92687379d869c08_LP%20Image.webp,"Hear from Forrester Research Principal Analyst Jess Burn, former Barclays CISO Oliver Newbury, and Immersive Labs CEO James Hadley, on how to use cyber drills to boost resilience in the face evolving cyber threats.",RSS: Blog (official)
blog-post:rss:cyber-training-essentials-for-supply-chain-resilience,Cyber Training Essentials for Supply Chain Resilience,cyber-training-essentials-for-supply-chain-resilience,blog-post,blog,https://www.immersivelabs.com/resources/blog/cyber-training-essentials-for-supply-chain-resilience,2025-03-05T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67c834f09d35e1684a601266_Frame%2011253.png,"Learn how to build supply chain resilience with hands-on cyber training to protect against costly attacks, address vulnerabilities, and ensure swift incident response.",RSS: Blog (official)
blog-post:rss:the-talent-behind-our-talent,The Talent Behind Our Talent,the-talent-behind-our-talent,blog-post,blog,https://www.immersivelabs.com/resources/blog/the-talent-behind-our-talent,2025-02-27T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67c1a09fcbedd63c6e4c5e80_Header.png,"An Interview with Our Talent Acquisition Team: James Riley, Helen Broomhead, and Tim Weis",RSS: Blog (official)
blog-post:rss:prove-and-improve-readiness-with-cyber-drills,Prove and Improve Readiness with Cyber Drills,prove-and-improve-readiness-with-cyber-drills,blog-post,blog,https://www.immersivelabs.com/resources/blog/prove-and-improve-readiness-with-cyber-drills,2025-02-24T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67bc81d00b547afda4f8533b_Frame%2015%20(1).webp,"Enhance your organization’s security with effective cyber drills, including hands-on exercises. Learn strategies, scenarios, and best practices to stay ahead of cyber threats.",RSS: Blog (official)
blog-post:rss:lessons-in-building-a-security-improvement-program,Build a Security Improvement Program,lessons-in-building-a-security-improvement-program,blog-post,blog,https://www.immersivelabs.com/resources/blog/lessons-in-building-a-security-improvement-program,2025-02-18T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67bc83f69a92e4935cacfd86_Frame%2015%20(2).png,"Learn how to build a security improvement program, establish best practices and enhance your organization's security posture.",RSS: Blog (official)
blog-post:rss:introducing-our-new-brand-and-immersive-one,Introducing our New Brand and Immersive One,introducing-our-new-brand-and-immersive-one,blog-post,blog,https://www.immersivelabs.com/resources/blog/introducing-our-new-brand-and-immersive-one,2025-02-12T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67ac7b8ce92594ebfb40d872_2790.webp,"This isn't just an upgrade; it's a fundamental shift in how we approach cybersecurity training and preparedness. Immersive One is a unified platform, designed to be relevant and impactful for every employee.",RSS: Blog (official)
blog-post:rss:the-evolution-of-immersive,The Evolution of Immersive,the-evolution-of-immersive,blog-post,blog,https://www.immersivelabs.com/resources/blog/the-evolution-of-immersive,2025-02-12T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67ac6fe868997bb91b3dffa5_R%206_9%20-%201920px%20_%201080px.webp,Why We Rebranded - Redefining Readiness and Elevating Cyber Resilience,RSS: Blog (official)
blog-post:rss:how-to-implement-a-cyber-resilience-strategy,Implement a Cyber Resilience Strategy,how-to-implement-a-cyber-resilience-strategy,blog-post,blog,https://www.immersivelabs.com/resources/blog/how-to-implement-a-cyber-resilience-strategy,2025-02-10T00:00:00.000Z,,"Learn how to build a cyber resilience strategy with frameworks, best practices, and steps to protect your business from evolving cyber threats",RSS: Blog (official)
blog-post:rss:secure-code-comments-empowering-developer-led-application-security-culture,Secure Code Comments,secure-code-comments-empowering-developer-led-application-security-culture,blog-post,blog,https://www.immersivelabs.com/resources/blog/secure-code-comments-empowering-developer-led-application-security-culture,2025-01-28T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e355a439bdf902536174e_6798aec0415d7e03c96ad1c7_1920x1080%2520-%2520Option%25202.webp,"Secure code comments are an often overlooked aspect of application security (AppSec). While traditional code comments focus on explaining the code's functionality, security-focused comments are crucial to promoting secure coding practices throughout the development lifecycle (SDLC). Let's explore how integrating security comments into your organization’s code can benefit both developers and security professionals—enabling key company goals.",RSS: Blog (official)
blog-post:rss:immersive-employee-experience-anna-presho,Immersive Employee Experience: Anna Presho,immersive-employee-experience-anna-presho,blog-post,blog,https://www.immersivelabs.com/resources/blog/immersive-employee-experience-anna-presho,2024-12-18T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e352881225233af1f2eaa_6762941bc818dae8d46f87c9_1920x1080%2520-%2520Web.webp,Anna Presho: Making a Frontline Impact Behind the Scenes,RSS: Blog (official)
blog-post:rss:immersive-employee-experience-alex-kliemt,Immersive Employee Experience: Alex Kliemt,immersive-employee-experience-alex-kliemt,blog-post,blog,https://www.immersivelabs.com/resources/blog/immersive-employee-experience-alex-kliemt,2024-11-27T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e35295e4c36cf8594317e_6746e4199f13703937b98290_1920x1080%2520-%2520Web.webp,How Enterprise Account Manager Alex Kliemt Helps Organizations Build Cyber Resilience,RSS: Blog (official)
blog-post:rss:while-you-celebrate-theyre-scheming-how-bad-actors-exploit-seasonal-vulnerabilities,While You Celebrate,while-you-celebrate-theyre-scheming-how-bad-actors-exploit-seasonal-vulnerabilities,blog-post,blog,https://www.immersivelabs.com/resources/blog/while-you-celebrate-theyre-scheming-how-bad-actors-exploit-seasonal-vulnerabilities,2024-11-26T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e35367fb65309f9c7674f_6745dc2768aa5f742744efcc_Frame%252024.png,While You Celebrate - Blog post,RSS: Blog (official)
blog-post:rss:immersive-labs-recognized-as-gartner-sample-vendor-to-help-organizations-improve-cyber-product-performance-with-virtual-cyber-ranges,Immersive Labs Recognized as Gartner Sample Vendor,immersive-labs-recognized-as-gartner-sample-vendor-to-help-organizations-improve-cyber-product-performance-with-virtual-cyber-ranges,blog-post,blog,https://www.immersivelabs.com/resources/blog/immersive-labs-recognized-as-gartner-sample-vendor-to-help-organizations-improve-cyber-product-performance-with-virtual-cyber-ranges,2024-11-22T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351d4b6c0221ba300750_67408afe7750eb1f4bd5e378_Frame%25204.webp,Immersive Labs Recognized as Gartner Sample Vendor to Help Organizations Improve Cyber Product Performance With Virtual Cyber Ranges,RSS: Blog (official)
blog-post:rss:immersive-employee-experience-laettie-ellison,Immersive Employee Experience: Laettie Ellison - Immersive Labs,immersive-employee-experience-laettie-ellison,blog-post,blog,https://www.immersivelabs.com/resources/blog/immersive-employee-experience-laettie-ellison,2024-10-31T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e352b2e8b2b320f09a7e6_673f538c00f1e711363dfb87_672cc89f4e709fa827fa464c_1920x1080%252520-%252520Web.png,"Ever since starting her career as a tech writer within Engineering teams, Laettie Ellison’s goal had always been to work on the HR team of a...",RSS: Blog (official)
blog-post:rss:why-cyber-drills-are-your-key-defense-against-threats,Why Cyber Drills Are Your Key Defense Against Threats - Immersive Labs,why-cyber-drills-are-your-key-defense-against-threats,blog-post,blog,https://www.immersivelabs.com/resources/blog/why-cyber-drills-are-your-key-defense-against-threats,2024-10-30T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351cb7e944e034e1fd0a_672a38c70e30337c33c4be68_672a2f8208bb4ab8c4708419_1920x1080-Web-1.webp,Cyber drills are key to cyber resilience. Read our blog to learn why these real-world simulations are a must.,RSS: Blog (official)
blog-post:rss:cyber-drill-led-by-immersive-labs-and-the-cyber-security-council-strengthens-national-defense,Cyber Drill Led by Immersive Labs and the Cyber Security Council Strengthens National Defense,cyber-drill-led-by-immersive-labs-and-the-cyber-security-council-strengthens-national-defense,blog-post,blog,https://www.immersivelabs.com/resources/blog/cyber-drill-led-by-immersive-labs-and-the-cyber-security-council-strengthens-national-defense,2024-10-24T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3540826f08a4244e6465_672a38c9c4841e70eb158c1c_6720d174edbcc37e0c8d7ed8_AWARDS-04-1.webp,Bolster the UAE’s cyber capabilities and keep the region one step ahead of ever-evolving threats.,RSS: Blog (official)
blog-post:rss:celebrating-3-years-of-growth-and-resilience-at-immersive-labs,Celebrating 3 Years of Growth and Resilience at Immersive Labs,celebrating-3-years-of-growth-and-resilience-at-immersive-labs,blog-post,blog,https://www.immersivelabs.com/resources/blog/celebrating-3-years-of-growth-and-resilience-at-immersive-labs,2024-10-23T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3512c37f927948e7fcf0_672a38ca47dcc2f23b62f09c_6720c71ede303ac190344d9b_1920x1080-Web.png,Curious what we've achieved over the past three years at Immersive Labs? Check out our latest blog.,RSS: Blog (official)
blog-post:rss:embracing-cyber-resilience-the-role-of-red-blue-and-purple-teams-in-modern-security-strategies,"Embracing Cyber Resilience: The Role of Red, Blue, and Purple Teams in Modern Security Strategies",embracing-cyber-resilience-the-role-of-red-blue-and-purple-teams-in-modern-security-strategies,blog-post,blog,https://www.immersivelabs.com/resources/blog/embracing-cyber-resilience-the-role-of-red-blue-and-purple-teams-in-modern-security-strategies,2024-10-16T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3543ea3320bf53799970_67239843907634d5f384f65e_1920x1080.webp,The evolution of today’s cyber attacks demands a proactive and multifaceted approach to cybersecurity. As malicious actors continuously refin...,RSS: Blog (official)
blog-post:rss:7-reasons-cyber-drills-arent-optional,7 Reasons Cyber Drills Aren’t Optional,7-reasons-cyber-drills-arent-optional,blog-post,blog,https://www.immersivelabs.com/resources/blog/7-reasons-cyber-drills-arent-optional,2024-10-09T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351cef91d7de0c8e566e_672a38cbd9f5d57aa6984895_6720bc32958b929b1fbfccae_1920x1080-Blog-Post.webp,Cyber drills are essential for enhancing your organization's cybersecurity. Discover how hands-on exercises prepare teams for simulated attacks and boost readiness.,RSS: Blog (official)
blog-post:rss:from-awareness-to-action-cybersecurity-results-month-is-here,From Awareness to Action: Cybersecurity Results Month is Here,from-awareness-to-action-cybersecurity-results-month-is-here,blog-post,blog,https://www.immersivelabs.com/resources/blog/from-awareness-to-action-cybersecurity-results-month-is-here,2024-10-01T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e354436902c8db9533fb2_67239843db505eb438fe7e89_Cybersecurity-Results-Month-1920x1080-1.png,"Here’s the cold, hard truth: Cybersecurity Awareness Month is a joke. Since 2004, October has been a parade of empty platitudes about ""being...",RSS: Blog (official)
blog-post:rss:immersive-employee-experience-bernardo-rodrigues,Immersive Employee Experience: Bernardo Rodrigues,immersive-employee-experience-bernardo-rodrigues,blog-post,blog,https://www.immersivelabs.com/resources/blog/immersive-employee-experience-bernardo-rodrigues,2024-09-30T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e352a36902c8db9531be7_6723984252d3895c6fe3e1d6_Immersive-Employee-Experience-1920x1080-1.jpeg,Bernardo de Simas Gaspar Rodrigues is a lead solutions consultant at Immersive Labs based in the United Arab Emirates. Prior to joining the c...,RSS: Blog (official)
blog-post:rss:immersive-labs-human-connection-elevate-cyber-resilience-through-community,Immersive Labs Human Connection: Elevate Cyber Resilience Through Community,immersive-labs-human-connection-elevate-cyber-resilience-through-community,blog-post,blog,https://www.immersivelabs.com/resources/blog/immersive-labs-human-connection-elevate-cyber-resilience-through-community,2024-09-25T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e355900ee5a37a82c6d62_67239842339684b14874b3c5_Immersive-Labs-Julie-Chapman-CCO-Blog-Post.png,"At Immersive Labs, we’re passionate about more than just providing enterprise-class cybersecurity solutions; we’re committed to empowering ou...",RSS: Blog (official)
blog-post:rss:cyber-resilience-reimagined-the-intersection-of-behavioral-science-and-cybersecurity,Cyber Resilience Reimagined,cyber-resilience-reimagined-the-intersection-of-behavioral-science-and-cybersecurity,blog-post,blog,https://www.immersivelabs.com/resources/blog/cyber-resilience-reimagined-the-intersection-of-behavioral-science-and-cybersecurity,2024-09-16T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3540503a9f4018473f78_677f91915abc6e1d88fe2010_1920x1080.webp,"Explore how behavioral science enhances cybersecurity training and awareness, fostering a proactive culture of security for stronger cyber resilience.",RSS: Blog (official)
blog-post:rss:address-employee-behavior-in-supply-chain-security-with-these-6-strategies,Address Employee Behavior in Supply Chain Security with these 6 Strategies,address-employee-behavior-in-supply-chain-security-with-these-6-strategies,blog-post,blog,https://www.immersivelabs.com/resources/blog/address-employee-behavior-in-supply-chain-security-with-these-6-strategies,2024-09-10T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e352ffcbc88431c0379e5_672a38cb5d8e0eea48d99918_6720be68feb2cbffd63d62c1_Full-scale.webp,Address Employee Behavior in Supply Chain Security with these 6 Strategies - Immersive Labs Blog,RSS: Blog (official)
blog-post:rss:comprehensive-guide-to-key-cybersecurity-regulations-with-a-regional-focus,Comprehensive Guide to Key Cybersecurity Regulations with a Regional Focus,comprehensive-guide-to-key-cybersecurity-regulations-with-a-regional-focus,blog-post,blog,https://www.immersivelabs.com/resources/blog/comprehensive-guide-to-key-cybersecurity-regulations-with-a-regional-focus,2024-09-04T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3542d9017291e45c1465_672a38c9df6535ddabf8ef8b_6720cc19164502688794ae79_1920x1080%252520(1).jpeg,Explore key cybersecurity regulations in Saudi Arabia and discover how Immersive Labs can help organizations achieve compliance.,RSS: Blog (official)
blog-post:rss:immersive-employee-experience-zack-abrams,Immersive Employee Experience: Zack Abrams,immersive-employee-experience-zack-abrams,blog-post,blog,https://www.immersivelabs.com/resources/blog/immersive-employee-experience-zack-abrams,2024-08-28T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e352a0421bb7c8a02c236_67239842d0a11d7b885961dd_IL-Employee-Experience-Blog-Zack-Abrams-scaled.jpeg,Zachary – Zack – Abrams’ experience working on the defensive and operational side of cyber began long before joining Immersive Labs. Zack’s p...,RSS: Blog (official)
blog-post:rss:securing-data-in-the-quantum-age-nists-new-encryption-standards-explained,Securing Data in the Quantum Age: NIST’s New Encryption Standards Explained,securing-data-in-the-quantum-age-nists-new-encryption-standards-explained,blog-post,blog,https://www.immersivelabs.com/resources/blog/securing-data-in-the-quantum-age-nists-new-encryption-standards-explained,2024-08-20T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e35407fb65309f9c773c8_6723984218d6c3296c5b2cb9_Hands-on-active-learning-600x400-1.jpeg,"The National Institute of Standards and Technology (NIST) has recently finalized its <a href=""https://www.nist.gov/news-events/news/2024/08/n...",RSS: Blog (official)
blog-post:rss:enhanced-application-security-4-practical-solutions-for-organizations,Enhanced Application Security: 4 Practical Solutions for Organizations,enhanced-application-security-4-practical-solutions-for-organizations,blog-post,blog,https://www.immersivelabs.com/resources/blog/enhanced-application-security-4-practical-solutions-for-organizations,2024-08-15T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3556170b6a90046e4fa9_67239842ea9b33fde5594c50_1920x1080-1-scaled.jpeg,"The pressure for businesses to deliver software and services quickly and efficiently has never been greater. This rapid pace of development,...",RSS: Blog (official)
blog-post:rss:gen-ai-chatbors-are-exposing-your-business-to-devastating-attacks-deploy-these-4-risk-mitigation-strategies,GenAI Chatbots Are Exposing Your Business to Devastating Attacks. Deploy These 4 Risk Mitigation Strategies,gen-ai-chatbors-are-exposing-your-business-to-devastating-attacks-deploy-these-4-risk-mitigation-strategies,blog-post,blog,https://www.immersivelabs.com/resources/blog/gen-ai-chatbors-are-exposing-your-business-to-devastating-attacks-deploy-these-4-risk-mitigation-strategies,2024-08-07T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3525dda70bf25db39a6f_66fd193d7a3565f022083d55_66be1e5540863a75ce8e9e63_Customise-1-600x400-1.jpeg,The IBM Cost of a Data Breach Report 2024 is a wakeup call and opportunity. Learn why human element focus matters in light of the findings.,RSS: Blog (official)
blog-post:rss:ibm-cost-of-a-data-breach-report-2024-why-people-are-the-key-to-mitigating-rising-costs,IBM Cost of a Data Breach Report 2024: Why People Are the Key to Mitigating Rising Costs,ibm-cost-of-a-data-breach-report-2024-why-people-are-the-key-to-mitigating-rising-costs,blog-post,blog,https://www.immersivelabs.com/resources/blog/ibm-cost-of-a-data-breach-report-2024-why-people-are-the-key-to-mitigating-rising-costs,2024-07-31T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e352b85119686afabe048_66fd193d42704bec9072791e_66be1e4920a771bf36c3b8fe_AppSec6-600x400-1.jpeg,The IBM Cost of a Data Breach Report 2024 is a wakeup call and opportunity. Learn why human element focus matters in light of the findings.,RSS: Blog (official)
blog-post:rss:drive-resilience-in-the-cloud-with-microsoft-sentinel-and-azure-labs,Drive Resilience in the Cloud With Microsoft Sentinel & Azure Labs,drive-resilience-in-the-cloud-with-microsoft-sentinel-and-azure-labs,blog-post,blog,https://www.immersivelabs.com/resources/blog/drive-resilience-in-the-cloud-with-microsoft-sentinel-and-azure-labs,2024-07-26T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e354a0421bb7c8a02d52f_66fd193f785edaeda405d4b1_66be1e54499d3d8f7e53a648_1080x1080-2-scaled.webp,Practical training for Microsoft Sentinel is lacking. Learn the skills you need to be effective at Microsoft Sentinel with Immersive Labs.,RSS: Blog (official)
blog-post:rss:immersive-employee-experience-ella-bendrick-chartier,Immersive Employee Experience: Ella Bendrick-Chartier,immersive-employee-experience-ella-bendrick-chartier,blog-post,blog,https://www.immersivelabs.com/resources/blog/immersive-employee-experience-ella-bendrick-chartier,2024-07-24T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e352a81225233af1f2f91_66fd193d18c4db12f41118b6_66be1e54adc5320a0b86e6f8_IL-Employee-Expereince-Blog-Ella-BC-scaled.jpeg,"Considering careers at Immersive Labs? Read our latest blog to learn firsthand about the company's values, culture, and mission.",RSS: Blog (official)
blog-post:rss:crowdstrike-a-stark-reminder-of-our-digital-fragility,CrowdStrike: A Stark Reminder of Our Digital Fragility,crowdstrike-a-stark-reminder-of-our-digital-fragility,blog-post,blog,https://www.immersivelabs.com/resources/blog/crowdstrike-a-stark-reminder-of-our-digital-fragility,2024-07-19T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3548c411fb8715cd09a8_66fd193ee900b64091e4cef7_66be1e54069e4aae37912d2d_Hands-on-active-learning.jpeg,The CrowdStrike issue cannot be seen as a one-off incident. This blog explores strategies for protecting against similar future issues.,RSS: Blog (official)
blog-post:rss:unforseen-consequences-the-impact-of-faulty-edr-and-elam-drivers,CrowdStrike: The Impact of Faulty EDR and ELAM Drivers,unforseen-consequences-the-impact-of-faulty-edr-and-elam-drivers,blog-post,blog,https://www.immersivelabs.com/resources/blog/unforseen-consequences-the-impact-of-faulty-edr-and-elam-drivers,2024-07-19T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351e2e8b2b320f09a091_66fd193dcf2ea23dcba8c91f_66be1e4cc8ad2e9890f1b828_Latest-cyber-threats-1.jpeg,In the wake of the recent Crowdstrike outage,RSS: Blog (official)
blog-post:rss:navigate-localized-cyber-threats-in-saudi-arabia,Navigate Localized Cyber Threats in Saudi Arabia,navigate-localized-cyber-threats-in-saudi-arabia,blog-post,blog,https://www.immersivelabs.com/resources/blog/navigate-localized-cyber-threats-in-saudi-arabia,2024-07-18T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3545ab66d7db8f2b6372_66fd193fb195f885288c2bb4_66be1e5309a7daad94b7e1e7_MENA-Blog-Image-scaled.jpeg,Cyber threats in Saudi Arabia are unique to the region. Read this blog to learn strategies for navigating localized cyber threats.,RSS: Blog (official)
blog-post:rss:worried-about-supply-chain-security-three-strategies-for-increased-protection,Worried About Supply Chain Security? 3 Strategies for Increased Protection,worried-about-supply-chain-security-three-strategies-for-increased-protection,blog-post,blog,https://www.immersivelabs.com/resources/blog/worried-about-supply-chain-security-three-strategies-for-increased-protection,2024-07-11T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3547dd5554e22c047555_677f9790f5aa926e56064d52_1920x1080.jpeg,"Learn to navigate the terrain of supply chain cybersecurity in our latest blog, with preparation, response, and resilience is imperative.",RSS: Blog (official)
blog-post:rss:understanding-and-mitigating-genai-prompt-injection-attacks-a-call-to-action-for-cisos,Understanding and Mitigating GenAI Prompt Injection Attacks: A Call to Action for CISOs,understanding-and-mitigating-genai-prompt-injection-attacks-a-call-to-action-for-cisos,blog-post,blog,https://www.immersivelabs.com/resources/blog/understanding-and-mitigating-genai-prompt-injection-attacks-a-call-to-action-for-cisos,2024-07-02T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351f027134b18f6463aa_66fd193f79be90cb7fc98f80_66be1e53fc4e5b09952cb97c_1080x1080-scaled.jpeg,"GenAI prompt injection risks are rising, as detailed in a study by Immersive Labs. Learn steps CISOs must take to protect from GenAI threats.",RSS: Blog (official)
blog-post:rss:leading-through-crisis-a-framework-for-decision-making-in-extreme-circumstances,Leading Through Crisis: A Framework for Decision-Making in Extreme Circumstances,leading-through-crisis-a-framework-for-decision-making-in-extreme-circumstances,blog-post,blog,https://www.immersivelabs.com/resources/blog/leading-through-crisis-a-framework-for-decision-making-in-extreme-circumstances,2024-06-27T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e353677ed62684e93d7cc_66fd193f3c08712257ad9a28_66be1e40adc5320a0b86cc12_adi-goldstein-EUsVwEOsblE-unsplash-scaled.webp,"Read our most recent blot to learn how leaders can navigate turbulent times, managing crisis and leading through adversity",RSS: Blog (official)
blog-post:rss:immersive-employee-experience-andy-medlyn,Immersive Employee Experience: Andy Medlyn,immersive-employee-experience-andy-medlyn,blog-post,blog,https://www.immersivelabs.com/resources/blog/immersive-employee-experience-andy-medlyn,2024-06-21T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3529169b26a93fff22db_6777b4e65201c2594565439c_1920x1080.jpeg,"Considering careers at Immersive Labs? Read our latest blog to learn firsthand about the company's values, culture, and mission.",RSS: Blog (official)
blog-post:rss:5-things-to-do-now-to-secure-your-software-supply-chain,5 Things to do Now to Secure Your Software Supply Chain,5-things-to-do-now-to-secure-your-software-supply-chain,blog-post,blog,https://www.immersivelabs.com/resources/blog/5-things-to-do-now-to-secure-your-software-supply-chain,2024-06-20T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e352f699ef97336c0b18b_66fd193f1b86b37a7623a6e5_66be1e530a0f14f762f126d5_1920x1080-1-scaled.jpeg,Securing your software supply chain is critical to protecting your organization from new threats. Learn how in our latest blog.,RSS: Blog (official)
blog-post:rss:the-return-of-unattend-xml-revenge-of-the-cleartext-credentials,The Return of unattend.xml…Revenge of the Cleartext Credentials,the-return-of-unattend-xml-revenge-of-the-cleartext-credentials,blog-post,blog,https://www.immersivelabs.com/resources/blog/the-return-of-unattend-xml-revenge-of-the-cleartext-credentials,2024-06-11T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3548fcbc88431c038fc9_66fd193f5c1e65bb52e7cc26_66be1e52413b5febdc7e272d_1080x1080-1-scaled.webp,Our latest blog teaches you how to remove cleartext credentials once and for all with the help of an expert pentester.,RSS: Blog (official)
blog-post:rss:shifting-left-overcome-these-5-common-challenges,Shifting Left? Overcome These 5 Common Challenges,shifting-left-overcome-these-5-common-challenges,blog-post,blog,https://www.immersivelabs.com/resources/blog/shifting-left-overcome-these-5-common-challenges,2024-06-04T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3520c411fb8715cced80_66fd19406af3f9e6e50e6245_66be1e529868b69761008349_1080x1080-scaled.jpeg,"While a shift left approach can go a long way in improving your overall cyber posture, going beyond basics is key for sustainable security.",RSS: Blog (official)
blog-post:rss:immersive-employee-experience-amy-kwong-junior-cybersecurity-engineer,"Immersive Employee Experience: Amy Kwong, Junior Cybersecurity Engineer",immersive-employee-experience-amy-kwong-junior-cybersecurity-engineer,blog-post,blog,https://www.immersivelabs.com/resources/blog/immersive-employee-experience-amy-kwong-junior-cybersecurity-engineer,2024-05-30T00:00:00.000Z,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3529084498f1a4698ab4_6777b63b764b43566dd970b2_1920x1080%2520(1).jpeg,"Learn how Amy Kwong followed her passion for cyber, ultimately landing the role of junior cybersecurity engineer at Immersive Labs.",RSS: Blog (official)
